duration,age,housing,balance,job,y
161,33,no,3519,Employed,no
68,45,yes,40,Employed,no
319,43,no,0,Employed,no
64,43,yes,257,Employed,no
126,53,no,372,Employed,no
111,59,no,3401,Employed,no
215,46,no,5261,Employed,no
111,35,no,6,Employed,no
406,26,no,2469,Unemployed,no
279,40,yes,0,Employed,no
289,53,yes,-167,Employed,no
324,61,no,893,Employed,no
64,32,no,141,Employed,no
854,42,yes,0,Employed,no
70,31,no,630,Employed,no
36,28,no,689,Unemployed,no
39,28,no,0,Unemployed,no
626,38,yes,1308,Employed,yes
194,33,yes,606,Employed,no
277,58,no,1227,Unemployed,no
236,26,no,5569,Unemployed,no
195,45,yes,3857,Employed,no
421,60,no,272,Employed,no
214,33,yes,73,Employed,no
156,58,yes,158,Unemployed,no
570,45,yes,0,Unemployed,no
252,38,yes,485,Employed,no
156,29,no,642,Employed,no
406,32,no,2142,Employed,no
938,41,yes,840,Employed,yes
45,27,no,0,Employed,no
153,29,no,1074,Employed,no
337,39,no,1253,Employed,no
521,58,no,5701,Employed,yes
95,27,no,43,Employed,no
429,48,no,22,Employed,no
114,40,no,809,Employed,no
19,31,no,1,Unemployed,no
198,52,yes,416,Employed,no
178,31,no,139,Employed,no
228,53,no,4930,Employed,no
294,75,no,46,Unemployed,no
149,75,no,3324,Unemployed,no
670,61,no,6016,Employed,yes
465,30,no,57,Employed,no
1790,48,no,8990,Employed,yes
237,26,no,494,Employed,no
157,38,yes,1187,Employed,no
102,29,yes,321,Employed,no
285,36,no,630,Employed,yes
736,42,yes,1523,Unemployed,no
154,57,no,123,Employed,no
219,26,no,37,Employed,no
249,33,yes,482,Employed,no
83,31,no,1017,Employed,no
245,38,no,2876,Unemployed,no
82,35,yes,1145,Employed,no
175,33,no,123,Employed,no
402,30,yes,432,Employed,yes
280,26,no,15161,Employed,yes
88,32,yes,613,Employed,no
96,54,no,2037,Employed,no
463,55,no,-185,Unemployed,no
62,67,no,2841,Unemployed,no
220,53,no,1759,Employed,no
170,30,no,3156,Employed,no
202,46,no,304,Employed,no
117,26,yes,458,Employed,no
51,28,no,233,Employed,no
457,41,yes,601,Employed,no
131,49,yes,157,Unemployed,no
237,36,no,601,Employed,no
445,40,yes,1247,Employed,no
1420,39,no,52,Employed,yes
620,33,no,617,Unemployed,no
168,27,yes,0,Employed,no
871,39,yes,4,Employed,no
299,55,no,1339,Unemployed,no
161,49,yes,4,Employed,no
283,83,no,6236,Unemployed,no
579,70,no,13297,Employed,no
914,35,yes,526,Employed,no
77,29,yes,-420,Employed,no
1425,48,yes,623,Employed,yes
266,32,yes,739,Employed,no
269,31,no,0,Employed,no
77,21,no,948,Unemployed,no
436,46,no,977,Employed,yes
194,28,yes,172,Employed,no
1223,26,no,0,Unemployed,yes
35,52,no,2851,Employed,no
318,28,yes,-328,Employed,no
182,43,no,73,Employed,no
83,45,no,479,Employed,no
249,36,yes,304,Employed,no
1110,51,no,615,Employed,no
2256,39,yes,588,Employed,no
467,51,no,100,Employed,yes
69,40,yes,231,Employed,no
160,28,no,629,Employed,no
142,30,no,3485,Employed,no
684,34,no,847,Unemployed,no
199,32,no,1534,Employed,no
112,47,no,186,Employed,no
427,35,no,342,Employed,no
438,51,yes,2095,Employed,no
344,27,yes,24,Unemployed,no
21,49,no,466,Employed,no
485,29,no,1679,Unemployed,no
118,31,no,40,Employed,no
347,44,yes,245,Employed,no
440,37,yes,0,Employed,no
316,48,yes,7289,Employed,no
102,65,no,1948,Unemployed,no
248,27,no,1444,Unemployed,no
102,36,yes,606,Employed,no
12,55,no,986,Employed,no
123,40,no,93,Employed,no
56,35,no,194,Employed,no
233,37,no,2254,Employed,no
69,59,no,0,Employed,no
91,50,no,0,Employed,no
468,65,no,1343,Unemployed,no
218,55,no,754,Employed,no
141,65,no,162,Unemployed,no
135,52,yes,820,Employed,no
116,33,yes,0,Employed,no
83,39,no,5803,Employed,no
263,29,no,2439,Employed,no
186,37,yes,751,Employed,no
156,42,no,11093,Employed,no
845,31,no,3295,Employed,no
556,42,no,718,Employed,no
189,31,no,620,Employed,no
70,29,no,286,Employed,no
300,33,yes,69,Employed,no
405,33,yes,153,Employed,no
11,34,no,66,Employed,no
225,36,no,528,Employed,no
7,33,yes,312,Employed,no
182,41,yes,0,Employed,no
11,26,no,2803,Employed,no
43,36,yes,5315,Employed,no
149,60,no,0,Unemployed,no
133,59,no,182,Employed,no
624,33,no,0,Employed,no
136,36,no,414,Employed,no
221,54,yes,5372,Employed,no
207,25,no,2305,Employed,no
383,26,no,1720,Employed,no
211,53,no,6112,Employed,yes
114,31,no,433,Employed,no
142,32,no,428,Employed,no
203,43,no,21,Employed,no
155,31,no,8626,Employed,no
267,53,yes,5797,Employed,no
438,25,no,582,Employed,no
110,36,yes,-679,Employed,no
63,40,no,5061,Employed,no
625,34,yes,285,Employed,no
165,54,no,117,Unemployed,no
297,29,no,1669,Employed,yes
369,57,no,169,Employed,yes
114,55,no,8037,Unemployed,no
362,43,yes,553,Employed,no
107,34,yes,-142,Employed,no
189,25,no,483,Employed,yes
158,28,no,387,Employed,no
330,34,no,517,Employed,no
211,31,no,2915,Employed,no
341,54,yes,2749,Employed,no
169,32,no,393,Employed,no
360,68,no,250,Unemployed,yes
165,30,yes,363,Employed,no
326,47,no,8118,Employed,no
329,28,yes,282,Employed,no
191,27,no,1235,Employed,no
71,43,yes,128,Employed,no
216,29,yes,307,Employed,no
321,32,yes,329,Employed,no
368,34,no,2467,Employed,no
118,29,no,323,Employed,no
56,44,no,1617,Unemployed,no
269,29,no,246,Unemployed,no
124,43,no,177,Employed,no
201,27,no,1088,Unemployed,no
115,35,no,483,Unemployed,no
317,26,no,2170,Unemployed,no
298,36,no,1291,Unemployed,yes
138,51,no,1096,Employed,no
213,59,no,2735,Employed,no
128,56,no,151,Employed,no
678,31,yes,1489,Unemployed,no
251,34,yes,0,Employed,yes
280,33,yes,483,Employed,no
197,29,no,120,Employed,no
151,34,no,-75,Employed,no
362,32,no,507,Unemployed,no
996,56,no,0,Employed,yes
650,38,yes,902,Employed,yes
906,39,no,118,Employed,yes
45,48,yes,1266,Unemployed,no
589,26,no,159,Employed,no
92,31,no,640,Unemployed,no
330,56,yes,5496,Unemployed,no
224,65,no,1153,Unemployed,no
145,50,no,2442,Employed,no
251,59,no,2921,Unemployed,no
117,59,no,44134,Unemployed,no
104,64,no,1176,Unemployed,no
24,30,yes,1013,Employed,no
157,41,yes,201,Employed,yes
343,31,no,757,Employed,no
239,27,no,32,Unemployed,no
84,27,yes,924,Employed,no
132,43,no,0,Employed,no
136,26,no,23494,Unemployed,no
1393,48,yes,-92,Employed,yes
261,59,no,514,Unemployed,yes
1635,54,no,1303,Employed,yes
213,44,no,6178,Unemployed,no
258,31,yes,-106,Employed,no
142,52,yes,3016,Employed,no
178,51,no,2814,Employed,no
22,32,yes,320,Employed,no
16,33,yes,-266,Employed,no
419,45,yes,19706,Unknown,no
858,41,no,0,Employed,no
296,58,no,835,Employed,no
192,34,no,427,Employed,no
168,52,no,1785,Employed,no
64,28,no,3463,Unemployed,no
1528,53,yes,751,Employed,yes
53,41,yes,2081,Unemployed,no
337,28,no,2700,Employed,no
542,26,no,450,Employed,no
166,29,no,877,Employed,no
155,28,no,122,Employed,no
248,36,no,587,Employed,no
406,28,no,679,Employed,no
841,38,yes,1369,Employed,no
246,34,yes,1295,Employed,no
14,39,no,710,Employed,no
252,33,no,1724,Employed,no
19,32,yes,-515,Employed,no
363,52,no,894,Employed,no
182,32,yes,422,Employed,no
66,55,no,964,Employed,no
22,34,yes,520,Employed,no
246,26,no,-168,Employed,no
31,30,no,409,Employed,no
224,44,no,764,Employed,no
387,38,no,384,Employed,no
428,42,no,58,Employed,no
276,30,no,151,Employed,no
125,29,no,300,Employed,no
148,31,no,845,Employed,no
39,31,no,1214,Employed,no
298,32,no,5874,Unemployed,no
306,36,no,102,Employed,no
369,48,yes,312,Employed,no
150,36,no,13,Employed,no
150,34,no,563,Employed,no
282,60,no,758,Employed,no
83,56,no,350,Employed,no
86,30,no,72,Employed,no
143,29,no,559,Unemployed,no
206,29,no,18,Employed,no
303,36,no,254,Employed,yes
266,29,no,1288,Unknown,no
446,32,no,0,Employed,no
18,34,no,1190,Employed,no
17,29,yes,1606,Employed,no
254,39,yes,295,Employed,no
13,42,yes,440,Employed,no
65,27,no,1,Unemployed,no
389,38,no,655,Employed,no
211,32,yes,1215,Employed,no
67,46,yes,863,Employed,no
128,60,no,3461,Unemployed,no
178,38,yes,1324,Employed,no
372,39,yes,-114,Unemployed,yes
225,36,no,221,Unemployed,no
565,27,no,551,Employed,no
294,54,no,258,Employed,no
32,69,no,2713,Unemployed,no
99,43,no,5082,Employed,no
289,34,no,425,Unemployed,no
114,24,no,172,Employed,no
239,38,no,613,Employed,yes
124,28,no,3026,Unemployed,no
109,48,yes,11371,Unemployed,no
280,36,no,618,Employed,no
10,27,no,1,Employed,no
168,41,yes,0,Employed,no
125,54,yes,1154,Unemployed,no
392,27,no,0,Unemployed,no
222,26,yes,174,Employed,no
613,32,no,13565,Employed,no
264,34,no,99,Employed,no
443,32,no,520,Employed,yes
184,50,no,458,Employed,no
667,29,no,1028,Employed,no
181,62,no,3685,Employed,no
130,44,no,3850,Employed,no
449,27,no,127,Unemployed,no
265,39,no,30,Employed,no
237,54,yes,541,Unemployed,no
498,26,no,2353,Employed,no
481,28,yes,642,Employed,no
248,37,no,80,Unemployed,no
301,59,no,282,Unknown,no
586,37,yes,1050,Employed,no
247,26,no,119,Unemployed,no
475,41,no,0,Employed,no
1404,30,no,732,Employed,yes
176,28,no,525,Employed,no
50,36,yes,1177,Employed,no
126,37,yes,1472,Employed,no
1776,40,no,1308,Employed,yes
351,34,no,651,Employed,no
537,59,no,705,Employed,no
264,59,no,1089,Employed,no
354,49,no,780,Employed,no
2053,40,no,-78,Unemployed,no
24,36,no,58,Employed,no
22,33,yes,14889,Unemployed,no
288,53,yes,483,Employed,no
258,56,no,802,Unemployed,no
119,57,no,192,Employed,no
140,43,yes,-45,Employed,no
20,28,no,67,Employed,no
392,49,yes,298,Employed,no
230,30,yes,113,Employed,no
54,27,yes,16,Employed,no
426,47,yes,3188,Unemployed,no
258,57,no,2610,Employed,no
221,45,no,1199,Employed,no
134,51,no,5885,Unemployed,no
245,31,yes,777,Employed,no
401,46,yes,1547,Employed,no
226,28,no,2000,Employed,no
439,33,yes,640,Employed,no
231,26,no,4751,Employed,no
417,26,no,1837,Employed,no
8,30,no,179,Employed,no
191,57,no,113,Employed,no
45,36,yes,3578,Employed,no
159,41,no,236,Employed,no
371,26,no,822,Employed,no
112,58,no,6162,Employed,no
541,59,no,5956,Employed,no
82,58,no,1142,Employed,no
189,33,yes,461,Employed,no
224,56,no,145,Employed,no
93,48,no,2088,Employed,no
228,52,no,330,Employed,no
140,57,no,82,Employed,no
79,52,no,774,Employed,no
197,29,yes,336,Employed,no
82,52,no,768,Employed,no
99,50,yes,207,Employed,no
101,41,yes,2423,Unemployed,no
291,30,no,96,Unemployed,no
1086,59,no,865,Unemployed,no
264,40,no,1082,Employed,no
236,45,yes,75,Employed,no
1294,30,no,1028,Employed,yes
131,37,yes,0,Employed,no
224,43,no,264,Unemployed,no
102,42,yes,148,Unemployed,no
112,43,yes,1317,Employed,no
93,54,yes,15,Employed,no
233,32,no,104,Unemployed,no
326,32,no,5670,Unemployed,no
78,30,no,1067,Unemployed,no
20,53,no,757,Employed,no
135,46,yes,1342,Employed,no
211,45,yes,305,Employed,no
139,38,yes,175,Employed,no
281,38,yes,581,Employed,no
429,31,no,1005,Employed,no
219,35,no,134,Employed,no
22,36,yes,-534,Employed,no
111,56,no,115,Employed,no
66,28,yes,127,Employed,no
176,58,no,4967,Unemployed,no
175,43,yes,0,Employed,no
75,55,no,384,Employed,no
207,33,no,464,Employed,no
226,38,no,53,Employed,no
775,32,no,1974,Unemployed,no
171,40,no,69,Unemployed,no
52,41,yes,-195,Employed,no
886,32,no,2059,Employed,no
489,52,yes,-970,Employed,yes
79,55,no,3957,Employed,no
54,44,yes,5156,Employed,no
154,33,yes,0,Employed,no
143,31,no,25,Employed,no
257,43,yes,370,Employed,no
47,59,no,0,Employed,no
273,60,no,0,Employed,no
258,40,yes,109,Employed,no
81,46,no,-17,Employed,no
130,48,no,1559,Employed,no
502,53,no,289,Employed,no
132,40,yes,658,Unemployed,no
220,37,yes,2,Employed,no
192,40,no,293,Employed,no
227,30,no,305,Employed,yes
264,33,no,0,Employed,no
191,48,no,343,Employed,no
265,34,yes,4831,Employed,no
61,34,yes,1921,Employed,no
62,36,yes,1055,Employed,no
227,29,yes,1713,Employed,no
106,32,no,0,Unemployed,no
64,39,yes,931,Employed,no
192,32,yes,1246,Employed,yes
692,45,yes,1951,Employed,no
42,48,no,438,Employed,no
270,52,yes,643,Employed,no
199,37,yes,0,Employed,no
426,34,no,73,Employed,yes
125,43,no,553,Unemployed,no
48,52,no,732,Employed,no
291,47,no,178,Employed,no
736,31,no,406,Unemployed,yes
66,30,no,1,Employed,no
275,39,no,512,Employed,no
199,32,no,1431,Employed,no
515,30,no,1058,Unemployed,no
94,36,no,372,Employed,no
258,37,no,655,Employed,no
380,31,yes,119,Employed,no
52,51,no,371,Employed,no
1416,57,no,4391,Employed,yes
193,31,no,168,Employed,yes
316,30,no,-10,Employed,no
166,36,no,449,Unemployed,no
428,28,no,0,Employed,no
80,29,yes,1441,Employed,yes
78,39,no,935,Employed,no
118,48,yes,320,Employed,no
80,43,yes,1187,Employed,no
313,47,no,274,Employed,no
112,31,no,1957,Employed,no
79,39,no,606,Employed,no
305,32,no,746,Employed,no
53,51,yes,536,Employed,no
154,43,no,4056,Employed,no
193,48,yes,1223,Employed,no
136,75,yes,3881,Unemployed,yes
715,53,no,20772,Employed,no
196,30,yes,5,Employed,no
605,35,yes,739,Employed,no
405,30,no,0,Employed,no
25,29,yes,328,Employed,no
57,43,no,-194,Employed,no
138,38,yes,0,Employed,no
73,31,no,454,Employed,no
232,52,yes,2338,Employed,no
83,34,yes,4962,Employed,no
211,39,yes,33,Employed,no
62,37,yes,594,Unemployed,no
1078,27,yes,931,Employed,yes
253,27,yes,77,Employed,no
74,52,no,0,Employed,no
77,34,yes,0,Employed,no
108,39,yes,43,Employed,no
56,46,no,182,Employed,no
46,26,no,334,Unemployed,no
7,39,no,-168,Employed,no
93,32,yes,6172,Employed,no
283,59,no,185,Employed,no
146,36,no,98,Employed,no
250,34,yes,49,Employed,no
142,34,yes,783,Employed,no
120,42,yes,75,Unemployed,no
180,56,no,2189,Employed,no
306,38,yes,814,Employed,no
307,52,no,528,Employed,no
357,35,yes,7990,Employed,no
266,60,no,6132,Unemployed,no
99,59,no,729,Unemployed,no
101,45,no,274,Employed,no
254,33,no,575,Employed,no
101,32,no,322,Employed,no
72,33,yes,3805,Unemployed,no
134,33,no,597,Employed,no
293,47,no,-230,Employed,no
398,46,no,705,Unemployed,no
42,32,yes,767,Employed,no
112,27,no,451,Employed,no
72,56,no,122,Unemployed,no
358,42,yes,0,Employed,no
331,30,yes,364,Employed,no
324,28,yes,637,Employed,no
147,60,no,414,Employed,no
43,33,no,1473,Employed,no
222,33,no,3,Employed,no
97,37,no,2442,Employed,no
334,38,yes,1442,Employed,no
156,31,yes,665,Employed,no
519,38,yes,-213,Employed,no
197,51,no,1594,Unemployed,no
101,37,yes,236,Unemployed,no
277,39,no,223,Employed,no
267,32,no,1496,Employed,no
220,28,no,358,Employed,no
133,22,yes,897,Employed,yes
80,60,yes,385,Unemployed,no
974,31,no,1214,Unemployed,yes
56,24,no,99,Employed,no
301,37,no,1045,Employed,no
246,34,no,1651,Employed,no
348,35,no,341,Employed,no
358,41,yes,28,Unemployed,no
25,46,no,2044,Employed,no
358,29,no,639,Unemployed,no
101,48,no,7408,Employed,no
136,69,no,324,Unemployed,yes
214,29,no,2559,Employed,no
157,60,no,2516,Unemployed,no
117,49,yes,20,Employed,no
62,40,no,1498,Employed,no
154,28,yes,6817,Employed,no
467,30,no,2666,Employed,yes
137,36,no,0,Employed,no
292,39,yes,383,Employed,no
69,51,yes,618,Employed,no
138,38,no,973,Employed,no
371,31,yes,301,Employed,no
471,27,no,911,Employed,no
1052,33,yes,237,Unemployed,no
190,39,yes,590,Unemployed,no
1226,49,no,10613,Employed,yes
63,37,no,1032,Unemployed,no
268,34,no,98,Employed,no
206,29,no,697,Employed,yes
173,31,yes,2937,Employed,no
128,29,no,53,Unemployed,no
154,43,no,1650,Employed,no
532,46,yes,954,Employed,no
306,28,yes,9,Employed,no
114,30,no,865,Employed,no
141,33,no,138,Employed,no
207,27,no,298,Employed,no
238,39,yes,229,Employed,no
191,48,no,7,Employed,no
126,40,yes,1142,Employed,no
671,40,no,4126,Employed,no
209,38,no,201,Unemployed,no
419,32,yes,2853,Employed,no
587,39,yes,1309,Unemployed,no
696,34,no,244,Employed,no
139,33,yes,889,Employed,no
113,40,yes,4082,Unemployed,no
377,31,no,1320,Employed,no
343,29,no,887,Employed,no
872,45,yes,7895,Employed,yes
44,32,no,-344,Employed,no
204,32,yes,-849,Employed,no
95,37,yes,-143,Employed,no
279,34,no,531,Employed,no
218,35,no,-30,Employed,no
765,42,no,234,Employed,no
235,43,no,0,Employed,no
131,52,yes,314,Employed,no
311,37,no,1169,Employed,no
166,35,yes,21,Employed,no
418,41,yes,546,Employed,no
15,31,no,622,Employed,no
126,28,yes,373,Employed,no
171,58,no,588,Employed,no
152,53,no,2135,Employed,no
102,53,yes,856,Employed,no
37,59,no,479,Unemployed,no
137,28,no,725,Employed,no
23,42,yes,454,Employed,no
200,53,no,995,Employed,no
351,44,no,0,Employed,no
167,36,no,347,Employed,no
71,32,yes,201,Employed,no
542,28,no,121,Employed,no
291,33,yes,706,Unemployed,no
772,49,yes,0,Unemployed,no
318,51,yes,362,Employed,no
170,30,no,367,Employed,no
260,39,no,3045,Employed,no
765,43,yes,953,Employed,yes
271,37,no,687,Unemployed,no
1060,47,no,7351,Unemployed,no
730,30,yes,0,Employed,yes
379,54,yes,688,Employed,no
390,27,no,1601,Employed,no
102,48,no,1724,Unemployed,no
348,57,no,285,Employed,no
369,38,yes,535,Employed,no
390,43,yes,250,Employed,no
184,36,yes,1023,Employed,no
279,49,no,0,Employed,no
394,42,no,1450,Employed,no
255,28,no,95,Employed,no
217,30,no,6825,Employed,no
179,40,yes,943,Employed,no
1261,44,no,61,Employed,no
969,55,yes,1436,Unemployed,no
149,30,no,23,Employed,no
177,32,yes,218,Employed,no
49,43,yes,354,Employed,no
153,30,yes,57,Employed,no
30,46,yes,580,Employed,no
449,34,yes,-30,Employed,no
517,36,no,35,Employed,no
976,28,no,198,Employed,yes
336,28,yes,4253,Employed,no
279,50,yes,12495,Unemployed,no
331,38,yes,599,Employed,no
270,27,no,468,Unemployed,no
38,39,no,481,Employed,no
945,56,no,1110,Unemployed,yes
403,36,yes,313,Employed,no
68,34,no,277,Employed,no
174,55,no,10,Employed,no
139,37,yes,242,Employed,no
279,28,no,1532,Employed,no
406,31,no,3,Employed,no
43,42,yes,3908,Employed,no
87,32,no,124,Employed,no
58,26,no,1510,Unemployed,no
239,29,no,853,Employed,no
275,38,no,571,Employed,no
151,46,no,96,Employed,no
99,36,no,2700,Employed,no
1290,39,yes,130,Employed,yes
33,37,yes,-24,Employed,no
419,38,yes,1042,Employed,no
89,52,no,941,Employed,no
146,33,no,315,Employed,yes
319,53,no,687,Employed,no
1381,38,no,4383,Employed,yes
1121,30,yes,313,Employed,yes
820,26,yes,895,Employed,no
197,46,no,594,Unemployed,no
185,36,yes,110,Employed,no
361,30,no,-276,Employed,no
413,48,no,4803,Employed,no
1213,43,no,1667,Employed,no
156,40,yes,6915,Employed,no
244,37,yes,277,Employed,no
239,28,no,1246,Employed,no
184,51,yes,178,Employed,no
2775,29,no,273,Employed,yes
15,28,no,0,Unemployed,no
19,50,yes,-111,Employed,no
450,32,yes,2400,Unemployed,no
13,45,no,572,Employed,no
273,50,no,761,Employed,no
293,34,yes,0,Employed,no
382,48,no,341,Employed,no
305,43,no,53,Unemployed,no
114,34,yes,314,Employed,no
8,51,no,300,Employed,no
16,27,no,494,Employed,no
14,59,no,1774,Employed,no
141,43,yes,1063,Employed,no
313,37,no,126,Employed,no
128,69,no,840,Employed,yes
708,48,yes,558,Employed,no
43,38,yes,890,Unemployed,no
96,35,yes,-151,Employed,no
239,36,yes,277,Employed,no
173,34,yes,496,Employed,no
173,33,yes,16649,Employed,no
90,31,yes,46,Employed,no
159,49,no,1162,Employed,no
41,30,no,296,Employed,no
412,38,yes,475,Employed,no
676,44,yes,309,Employed,yes
345,37,no,57,Employed,yes
301,30,no,2616,Unemployed,no
11,30,no,574,Employed,no
101,26,no,1018,Employed,no
17,59,no,242,Unemployed,no
11,56,no,5737,Unemployed,no
462,59,no,19102,Unemployed,no
46,41,no,438,Employed,no
159,53,yes,264,Employed,no
701,50,no,388,Employed,no
101,38,no,1819,Employed,no
44,36,no,3270,Employed,no
699,35,no,2707,Employed,yes
129,31,no,430,Unemployed,no
94,31,yes,554,Employed,no
7,37,no,156,Employed,no
167,26,no,1527,Employed,no
39,28,yes,292,Employed,no
633,57,no,297,Employed,no
229,72,no,9160,Unemployed,no
81,54,yes,3611,Unemployed,no
466,27,yes,592,Employed,no
162,40,yes,118,Employed,no
269,34,yes,788,Employed,no
103,31,no,26,Employed,no
115,42,yes,1520,Employed,no
187,58,no,1249,Employed,no
11,30,no,1251,Employed,no
882,60,no,4,Unemployed,no
19,58,yes,1798,Unemployed,no
160,49,no,363,Employed,no
10,34,yes,404,Employed,no
232,30,yes,1099,Employed,no
132,31,no,3528,Unemployed,no
18,49,yes,271,Employed,no
446,42,no,233,Employed,no
434,37,no,63,Unemployed,no
62,48,yes,194,Employed,no
8,44,yes,17747,Unemployed,no
77,36,no,767,Employed,no
393,42,no,580,Employed,no
150,42,yes,366,Employed,no
139,56,yes,3172,Employed,no
140,27,yes,73,Employed,no
230,36,no,258,Employed,no
605,29,no,1261,Employed,no
531,71,no,2651,Unemployed,no
48,47,no,-332,Employed,no
105,44,no,673,Employed,no
176,42,no,-34,Employed,no
97,56,no,478,Unemployed,no
8,53,no,4554,Employed,no
98,27,no,63,Employed,no
173,38,no,65,Employed,no
169,43,no,3529,Unemployed,no
16,34,no,3,Employed,no
2,54,no,925,Unemployed,no
37,30,yes,81,Employed,no
150,59,no,7179,Unemployed,no
33,34,no,87,Employed,no
210,32,no,150,Employed,no
160,40,yes,-187,Employed,no
221,50,no,223,Employed,no
358,56,yes,14344,Employed,no
109,48,no,658,Employed,no
253,29,yes,767,Employed,no
336,39,no,829,Employed,no
253,47,no,1565,Employed,no
360,38,no,185,Employed,no
917,27,no,2648,Employed,yes
257,27,no,11,Unemployed,no
141,32,yes,205,Employed,no
508,35,yes,4564,Unemployed,no
307,29,yes,204,Employed,no
136,37,no,123,Employed,no
305,36,no,467,Employed,no
306,39,no,1846,Employed,no
343,57,no,890,Unemployed,no
251,33,no,682,Unemployed,no
161,26,no,198,Unemployed,no
410,28,yes,462,Employed,no
9,37,no,2203,Employed,no
286,29,yes,1562,Unemployed,no
210,47,no,289,Unemployed,no
245,35,yes,522,Employed,no
185,33,no,1387,Employed,no
263,27,yes,616,Employed,no
58,45,no,169,Employed,no
143,35,yes,429,Employed,no
114,35,yes,457,Employed,no
133,30,no,40,Unemployed,no
140,52,no,-57,Employed,no
11,36,no,417,Employed,no
388,26,no,685,Employed,no
563,29,no,991,Unemployed,no
48,28,no,16,Employed,no
346,61,no,433,Employed,no
128,49,no,32,Employed,no
604,57,no,7357,Unemployed,no
335,27,no,2849,Employed,no
75,28,yes,1364,Employed,no
8,50,no,-812,Employed,no
7,29,no,241,Unemployed,no
82,36,no,351,Employed,no
143,26,no,440,Unemployed,no
208,36,yes,1598,Employed,no
139,27,no,923,Employed,no
110,30,no,566,Employed,no
1837,60,no,361,Unemployed,no
130,59,no,2740,Unemployed,no
227,29,no,34,Unemployed,no
79,59,no,2613,Employed,no
92,41,no,8,Employed,no
577,31,no,96,Employed,no
578,34,no,309,Unemployed,yes
696,34,no,155,Employed,yes
43,42,yes,-91,Employed,no
71,34,no,0,Employed,no
630,37,no,7433,Employed,yes
305,54,no,883,Unemployed,no
45,33,yes,238,Employed,no
96,31,no,1004,Employed,no
96,30,yes,935,Employed,no
443,36,no,159,Employed,no
656,42,yes,541,Employed,yes
47,56,yes,1187,Employed,no
611,40,no,632,Employed,no
173,60,yes,6684,Unemployed,no
355,34,no,1586,Unemployed,no
437,45,no,33,Unemployed,no
576,56,yes,1480,Employed,no
156,29,no,4,Employed,no
196,35,yes,186,Employed,no
251,27,no,312,Employed,no
288,34,yes,3648,Employed,no
435,33,no,26721,Employed,no
29,27,yes,299,Employed,no
304,38,no,3132,Employed,no
231,34,no,84,Employed,no
217,29,no,841,Employed,no
214,59,no,0,Employed,no
151,56,no,121,Employed,no
148,36,no,646,Unemployed,no
355,29,no,228,Employed,no
345,33,no,6106,Employed,no
121,40,no,265,Employed,no
196,27,yes,0,Employed,no
39,35,no,995,Employed,no
124,47,no,947,Unemployed,no
1056,41,no,618,Employed,no
76,41,yes,110,Employed,no
113,33,no,184,Employed,no
502,33,yes,3358,Employed,no
237,34,no,1281,Employed,no
158,53,no,1624,Employed,yes
70,31,yes,0,Employed,no
272,52,no,-307,Unemployed,no
121,40,yes,-38,Employed,no
144,33,no,28,Employed,no
177,28,no,440,Employed,no
128,46,no,-780,Employed,no
33,47,no,58,Employed,no
92,46,no,222,Employed,no
100,31,no,541,Employed,no
105,38,yes,228,Employed,no
110,35,no,1087,Employed,no
102,32,no,1813,Employed,no
125,27,no,497,Employed,no
255,37,yes,629,Unemployed,no
74,33,no,56,Employed,no
388,45,yes,2953,Employed,no
744,54,no,0,Employed,yes
98,42,no,513,Employed,no
71,34,yes,992,Employed,yes
217,36,yes,190,Employed,no
449,42,yes,555,Employed,no
17,47,no,178,Employed,no
142,35,no,137,Employed,no
787,39,yes,122,Employed,no
418,35,no,1016,Employed,no
192,30,yes,1743,Employed,no
137,28,yes,810,Employed,no
449,37,yes,660,Employed,no
53,48,yes,500,Employed,no
605,29,no,209,Employed,no
116,55,yes,956,Employed,no
1017,48,yes,318,Employed,yes
339,26,yes,449,Employed,no
82,31,no,643,Unemployed,no
127,29,yes,401,Employed,no
111,33,no,1099,Employed,no
80,55,no,127,Unemployed,no
195,43,no,644,Unknown,no
134,39,no,2976,Employed,no
214,38,no,0,Employed,no
1661,40,yes,1908,Unemployed,yes
347,28,yes,438,Employed,no
351,29,no,523,Unemployed,no
693,30,no,285,Employed,no
605,28,yes,1405,Employed,no
125,64,no,6251,Employed,no
532,41,no,0,Unemployed,no
80,37,yes,-491,Employed,no
1063,57,no,3754,Unemployed,yes
230,60,no,2281,Employed,yes
152,31,yes,823,Employed,no
122,33,yes,14850,Employed,no
590,36,yes,696,Employed,no
110,28,yes,510,Employed,no
226,25,no,2354,Unemployed,yes
276,42,yes,1775,Employed,no
280,32,yes,315,Employed,no
148,42,yes,139,Unemployed,no
326,45,no,67,Employed,no
776,45,yes,490,Unemployed,no
1138,28,no,676,Employed,yes
569,36,yes,0,Employed,no
219,27,no,2183,Unemployed,no
764,41,no,4112,Unemployed,no
363,30,no,11,Employed,no
155,50,no,1022,Employed,no
295,51,no,3640,Unemployed,no
131,57,no,587,Employed,no
985,40,no,0,Employed,no
124,34,no,713,Employed,no
1307,59,yes,0,Employed,no
59,57,no,337,Employed,no
136,34,yes,1076,Employed,yes
124,43,yes,-19,Employed,no
895,31,no,1738,Employed,no
263,34,no,1228,Employed,yes
250,39,no,357,Employed,no
95,39,yes,0,Employed,no
206,37,no,3777,Unemployed,no
509,33,no,894,Employed,no
