ID,duration,poutcome,month,pdays,age,previous,contact,housing,job,campaign,balance,education,loan,marital,y
32066,324,unknown,apr,never,24,never,cellular,no,Employed,1,high,unknown,no,married,yes
32067,252,unknown,apr,never,35,never,cellular,yes,Employed,5,high,secondary,no,married,no
32068,584,unknown,apr,never,33,never,cellular,yes,Employed,1,high,secondary,no,single,no
32069,161,unknown,apr,never,77,never,cellular,no,Unemployed,1,high,tertiary,no,divorced,yes
32070,496,unknown,apr,never,62,never,cellular,no,Employed,1,avergae,tertiary,no,married,yes
32071,232,failure,apr,1monthto6month,34,low,cellular,yes,Employed,1,high,secondary,no,single,no
32072,332,unknown,apr,never,29,never,cellular,yes,Employed,3,high,secondary,no,married,no
32073,111,unknown,apr,never,30,never,cellular,no,Unemployed,1,high,tertiary,no,married,yes
32074,308,unknown,apr,never,34,never,cellular,yes,Employed,2,veryhigh,secondary,yes,married,no
32075,129,unknown,apr,never,78,never,telephone,no,Unemployed,2,high,unknown,no,divorced,no
32076,247,unknown,apr,never,33,never,cellular,yes,Employed,1,high,tertiary,no,single,no
32077,107,unknown,apr,never,29,never,cellular,no,Employed,3,high,secondary,no,single,yes
32078,424,failure,apr,1monthto6month,43,low,cellular,yes,Employed,2,high,primary,no,married,no
32079,259,failure,apr,1monthto6month,32,low,cellular,yes,Employed,2,high,tertiary,no,single,no
32080,258,unknown,apr,never,34,never,cellular,yes,Employed,8,high,secondary,no,married,no
32081,216,unknown,apr,never,36,never,cellular,no,Employed,1,high,tertiary,no,married,yes
32082,493,unknown,apr,never,39,never,cellular,yes,Employed,3,veryhigh,primary,no,married,no
32083,115,unknown,apr,never,56,never,cellular,no,Employed,1,high,secondary,no,married,no
32084,104,unknown,apr,never,49,never,cellular,yes,Employed,3,high,secondary,yes,married,no
32085,119,failure,apr,6monthsto1year,36,low,cellular,no,Employed,2,high,secondary,no,married,no
32086,706,unknown,apr,never,33,never,cellular,yes,Employed,2,high,secondary,no,married,no
32087,44,unknown,apr,never,33,never,cellular,yes,Employed,2,high,secondary,no,single,no
32088,101,unknown,apr,never,58,never,cellular,no,Employed,5,low,secondary,yes,married,no
32089,207,unknown,apr,never,29,never,cellular,no,Unemployed,2,high,secondary,no,single,yes
32090,300,unknown,apr,never,78,never,telephone,no,Unknown,3,high,unknown,no,married,yes
32091,422,unknown,apr,never,56,never,cellular,no,Employed,4,veryhigh,secondary,no,divorced,no
32092,61,unknown,apr,never,53,never,telephone,no,Employed,3,high,primary,no,married,no
32093,108,unknown,apr,never,34,never,cellular,no,Employed,2,high,secondary,no,single,no
32094,427,unknown,apr,never,59,never,telephone,yes,Employed,2,high,secondary,no,married,no
32095,225,failure,apr,6monthsto1year,57,low,cellular,yes,Employed,4,avergae,unknown,no,divorced,no
32096,608,unknown,apr,never,31,never,cellular,yes,Employed,2,high,tertiary,no,single,no
32097,189,unknown,apr,never,41,never,cellular,yes,Employed,2,high,primary,no,married,no
32098,201,failure,apr,6monthsto1year,52,low,cellular,yes,Employed,6,high,secondary,no,married,no
32099,61,unknown,apr,never,35,never,cellular,yes,Employed,3,high,tertiary,no,divorced,no
32100,223,unknown,apr,never,65,never,cellular,no,Employed,2,high,secondary,no,married,yes
32101,238,failure,apr,6monthsto1year,52,low,cellular,yes,Employed,3,avergae,tertiary,no,married,no
32102,431,unknown,apr,never,40,never,cellular,no,Employed,2,low,secondary,no,married,no
32103,226,unknown,apr,never,43,never,cellular,yes,Employed,2,high,secondary,no,married,no
32104,1372,unknown,apr,never,39,never,cellular,yes,Employed,4,low,secondary,no,married,no
32105,343,failure,apr,1monthto6month,35,low,cellular,yes,Employed,2,veryhigh,secondary,no,married,no
32106,141,unknown,apr,never,86,never,cellular,no,Unemployed,12,low,primary,no,married,no
32107,165,failure,apr,6monthsto1year,43,low,telephone,yes,Employed,2,high,primary,no,married,yes
32108,139,unknown,apr,never,51,never,cellular,yes,Employed,2,high,secondary,no,married,no
32109,332,unknown,apr,never,37,never,cellular,yes,Employed,2,high,secondary,no,married,no
32110,87,unknown,apr,never,51,never,cellular,yes,Employed,2,high,primary,yes,married,no
32111,82,unknown,apr,never,70,never,cellular,no,Unemployed,1,high,primary,no,divorced,yes
32112,903,failure,apr,6monthsto1year,32,low,cellular,yes,Employed,2,high,secondary,no,married,yes
32113,282,unknown,apr,never,46,never,cellular,yes,Employed,2,high,secondary,no,married,yes
32114,389,failure,apr,6monthsto1year,40,low,cellular,yes,Employed,2,high,secondary,no,divorced,no
32115,636,failure,apr,6monthsto1year,33,low,cellular,yes,Employed,3,high,tertiary,no,single,yes
32116,651,unknown,apr,never,30,never,cellular,yes,Employed,4,high,secondary,yes,married,no
32117,692,unknown,apr,never,30,never,cellular,no,Employed,1,high,secondary,no,single,no
32118,179,unknown,apr,never,33,never,cellular,no,Employed,3,high,secondary,no,married,yes
32119,217,unknown,apr,never,28,never,cellular,yes,Employed,2,low,tertiary,no,single,no
32120,253,unknown,apr,never,61,never,cellular,yes,Unemployed,2,avergae,primary,no,married,no
32121,139,unknown,apr,never,41,never,cellular,yes,Employed,1,avergae,secondary,yes,married,no
32122,417,unknown,apr,never,39,never,cellular,yes,Employed,1,high,secondary,no,single,no
32123,154,unknown,apr,never,37,never,cellular,yes,Employed,1,high,tertiary,no,married,no
32124,115,failure,apr,6monthsto1year,46,low,cellular,yes,Employed,3,high,secondary,no,married,no
32125,601,unknown,apr,never,32,never,cellular,yes,Employed,1,low,secondary,no,single,no
32126,169,failure,apr,6monthsto1year,32,low,cellular,yes,Employed,1,high,secondary,yes,single,no
32127,44,unknown,apr,never,49,never,telephone,yes,Employed,1,high,primary,no,married,no
32128,349,unknown,apr,never,48,never,cellular,yes,Employed,1,avergae,secondary,no,married,no
32129,225,unknown,apr,never,36,never,cellular,yes,Employed,2,high,tertiary,no,married,no
32130,103,unknown,apr,never,57,never,cellular,yes,Employed,2,veryhigh,primary,no,married,no
32131,75,failure,apr,1monthto6month,53,low,cellular,yes,Employed,1,veryhigh,secondary,yes,divorced,no
32132,251,unknown,apr,never,33,never,cellular,yes,Employed,1,high,tertiary,yes,married,no
32133,609,unknown,apr,never,26,never,cellular,no,Employed,1,high,secondary,no,married,no
32134,134,unknown,apr,never,36,never,cellular,no,Employed,1,veryhigh,tertiary,no,married,no
32135,301,failure,apr,6monthsto1year,32,low,cellular,yes,Employed,1,low,secondary,yes,married,no
32136,166,unknown,apr,never,33,never,cellular,no,Employed,1,high,secondary,no,married,no
32137,177,unknown,apr,never,47,never,cellular,yes,Unemployed,1,high,secondary,no,divorced,no
32138,126,failure,apr,1monthto6month,31,low,cellular,yes,Employed,1,high,secondary,yes,married,no
32139,56,failure,apr,6monthsto1year,36,low,cellular,yes,Employed,1,high,secondary,no,married,no
32140,85,unknown,apr,never,38,never,cellular,no,Employed,1,high,tertiary,no,married,no
32141,149,other,apr,6monthsto1year,34,low,cellular,yes,Employed,1,high,secondary,yes,single,no
32142,110,unknown,apr,never,33,never,cellular,no,Employed,1,high,secondary,no,married,yes
32143,187,unknown,apr,never,58,never,cellular,no,Employed,1,avergae,tertiary,no,married,no
32144,114,unknown,apr,never,61,never,cellular,yes,Employed,1,low,tertiary,no,married,no
32145,1217,unknown,apr,never,57,never,cellular,yes,Employed,3,high,primary,no,married,yes
32146,107,failure,apr,1monthto6month,50,low,cellular,yes,Employed,1,high,tertiary,no,married,no
32147,389,unknown,apr,never,62,never,cellular,no,Employed,2,high,secondary,no,married,yes
32148,375,failure,apr,6monthsto1year,41,low,cellular,yes,Employed,2,high,secondary,no,married,no
32149,171,unknown,apr,never,32,never,cellular,no,Employed,1,high,secondary,no,single,yes
32150,125,unknown,apr,never,34,never,cellular,no,Employed,2,low,tertiary,no,married,no
32151,412,unknown,apr,never,28,never,cellular,yes,Employed,2,high,secondary,no,married,no
32152,871,unknown,apr,never,33,never,cellular,yes,Employed,1,high,tertiary,no,married,no
32153,668,unknown,apr,never,39,never,cellular,yes,Employed,1,high,secondary,no,single,yes
32154,120,unknown,apr,never,70,never,cellular,no,Unemployed,1,high,unknown,no,married,no
32155,437,failure,apr,6monthsto1year,29,low,cellular,no,Employed,1,veryhigh,tertiary,no,married,no
32156,135,unknown,apr,never,41,never,cellular,yes,Employed,1,high,secondary,no,married,yes
32157,942,unknown,apr,never,38,never,cellular,yes,Employed,2,high,secondary,no,divorced,no
32158,358,unknown,apr,never,44,never,cellular,yes,Employed,1,high,tertiary,yes,single,no
32159,82,failure,apr,1monthto6month,38,low,cellular,no,Employed,1,veryhigh,secondary,no,single,no
32160,465,unknown,apr,never,31,never,cellular,yes,Employed,1,high,secondary,no,single,no
32161,170,unknown,apr,never,76,never,telephone,no,Employed,3,high,primary,no,divorced,yes
32162,953,unknown,apr,never,36,never,cellular,yes,Employed,1,veryhigh,secondary,no,single,yes
32163,563,unknown,apr,never,58,never,cellular,yes,Employed,1,high,secondary,no,single,no
32164,469,unknown,apr,never,58,never,cellular,no,Unemployed,1,high,primary,yes,divorced,no
32165,99,unknown,apr,never,53,never,cellular,no,Employed,1,high,primary,no,married,no
32166,442,unknown,apr,never,44,never,cellular,yes,Employed,1,low,secondary,no,single,no
32167,54,unknown,apr,never,47,never,cellular,no,Employed,1,high,tertiary,no,married,no
32168,1038,unknown,apr,never,27,never,cellular,yes,Employed,2,high,secondary,no,single,yes
32169,1187,success,apr,6monthsto1year,54,low,cellular,yes,Employed,2,high,primary,no,divorced,no
32170,117,unknown,apr,never,19,never,telephone,no,Unemployed,1,high,secondary,no,single,no
32171,85,unknown,apr,never,59,never,telephone,no,Employed,2,high,primary,no,married,no
32172,362,failure,apr,6monthsto1year,32,low,cellular,yes,Employed,1,high,tertiary,no,single,no
32173,239,failure,apr,6monthsto1year,42,low,cellular,yes,Employed,2,high,secondary,no,divorced,no
32174,171,unknown,apr,never,32,never,cellular,yes,Employed,2,high,primary,no,married,no
32175,103,unknown,apr,never,31,never,cellular,yes,Employed,2,high,secondary,no,single,no
32176,397,failure,apr,6monthsto1year,50,low,cellular,yes,Employed,2,high,secondary,no,married,no
32177,309,unknown,apr,never,27,never,cellular,yes,Employed,2,high,secondary,no,single,no
32178,185,unknown,apr,never,31,never,cellular,yes,Employed,2,low,tertiary,no,single,no
32179,520,failure,apr,1monthto6month,44,low,cellular,yes,Employed,3,high,primary,no,married,no
32180,139,failure,apr,1monthto6month,38,low,cellular,yes,Employed,5,veryhigh,tertiary,no,single,yes
32181,244,unknown,apr,never,35,never,cellular,yes,Employed,3,high,secondary,no,married,no
32182,266,unknown,apr,never,32,never,cellular,yes,Employed,2,low,secondary,no,divorced,no
32183,623,failure,apr,1monthto6month,37,low,cellular,yes,Employed,2,high,tertiary,no,single,no
32184,358,unknown,apr,never,69,never,telephone,no,Unemployed,2,veryhigh,secondary,no,married,no
32185,110,unknown,apr,never,40,never,cellular,yes,Employed,3,high,tertiary,no,married,no
32186,162,unknown,apr,never,30,never,cellular,no,Unemployed,2,avergae,tertiary,no,single,no
32187,80,unknown,apr,never,31,never,cellular,yes,Employed,3,high,secondary,no,married,no
32188,158,failure,apr,6monthsto1year,34,low,cellular,yes,Employed,2,high,secondary,no,single,no
32189,313,other,apr,1monthto6month,40,low,cellular,yes,Employed,3,high,secondary,no,single,no
32190,540,success,apr,6monthsto1year,34,low,cellular,yes,Employed,3,high,tertiary,no,single,no
32191,140,failure,apr,6monthsto1year,37,low,cellular,yes,Employed,4,high,tertiary,no,single,no
32192,190,unknown,apr,never,30,never,cellular,yes,Employed,2,high,primary,no,married,no
32193,264,unknown,apr,never,56,never,cellular,no,Employed,2,high,primary,no,married,yes
32194,87,unknown,apr,never,31,never,cellular,no,Employed,2,high,secondary,no,single,no
32195,838,unknown,apr,never,51,never,cellular,no,Unemployed,3,avergae,tertiary,no,married,yes
32196,144,unknown,apr,never,39,never,cellular,no,Employed,4,high,tertiary,no,married,yes
32197,78,unknown,apr,never,35,never,cellular,no,Employed,2,high,tertiary,no,divorced,yes
32198,55,other,apr,6monthsto1year,52,low,cellular,yes,Employed,4,high,primary,no,married,no
32199,206,unknown,apr,never,59,never,cellular,yes,Employed,4,high,tertiary,no,divorced,no
32200,648,other,apr,6monthsto1year,32,low,cellular,yes,Employed,1,low,secondary,no,married,yes
32201,251,other,apr,6monthsto1year,51,low,cellular,yes,Employed,2,high,unknown,no,married,yes
32202,370,failure,apr,1monthto6month,33,low,cellular,yes,Employed,1,high,secondary,no,married,no
32203,334,unknown,apr,never,37,never,cellular,no,Employed,2,avergae,secondary,no,married,yes
32204,137,failure,apr,6monthsto1year,39,low,cellular,yes,Employed,1,low,secondary,no,married,no
32205,122,unknown,apr,never,72,never,telephone,no,Unemployed,3,high,secondary,no,married,no
32206,445,other,apr,1monthto6month,32,low,cellular,yes,Employed,1,high,secondary,no,single,no
32207,176,failure,apr,6monthsto1year,36,low,cellular,yes,Employed,1,high,primary,no,married,no
32208,827,failure,apr,1monthto6month,32,low,cellular,yes,Employed,1,high,secondary,no,single,no
32209,258,failure,apr,6monthsto1year,29,low,cellular,yes,Employed,1,high,secondary,no,single,no
32210,67,other,apr,1monthto6month,42,low,cellular,no,Employed,5,high,secondary,no,divorced,no
32211,199,failure,apr,1monthto6month,33,low,cellular,yes,Employed,2,veryhigh,tertiary,no,single,no
32212,124,unknown,apr,never,67,never,cellular,no,Unemployed,1,high,primary,no,married,no
32213,208,unknown,apr,never,40,never,cellular,yes,Employed,1,high,secondary,no,married,no
32214,185,failure,apr,6monthsto1year,35,low,cellular,yes,Employed,1,high,tertiary,no,single,no
32215,243,failure,apr,6monthsto1year,43,low,cellular,yes,Employed,1,high,secondary,no,single,no
32216,346,failure,apr,6monthsto1year,32,low,cellular,yes,Employed,1,high,secondary,yes,single,no
32217,262,other,apr,6monthsto1year,29,low,telephone,yes,Employed,6,high,secondary,no,divorced,no
32218,198,unknown,apr,never,31,never,cellular,yes,Employed,2,high,secondary,no,married,no
32219,461,failure,apr,6monthsto1year,41,low,cellular,yes,Employed,2,avergae,secondary,no,married,no
32220,82,unknown,apr,never,49,never,cellular,yes,Employed,1,low,secondary,no,divorced,no
32221,284,failure,apr,6monthsto1year,57,low,cellular,yes,Employed,1,veryhigh,primary,no,divorced,no
32222,204,failure,apr,6monthsto1year,34,low,cellular,yes,Employed,1,high,secondary,no,single,no
32223,35,unknown,apr,never,43,never,cellular,yes,Employed,1,high,primary,no,married,no
32224,291,failure,apr,6monthsto1year,42,low,cellular,yes,Employed,1,high,unknown,no,married,no
32225,152,unknown,apr,never,28,never,cellular,yes,Employed,1,high,tertiary,no,married,no
32226,201,unknown,apr,never,46,never,cellular,yes,Employed,1,high,secondary,no,married,no
32227,297,unknown,apr,never,33,never,cellular,yes,Employed,1,high,tertiary,no,married,no
32228,232,failure,apr,6monthsto1year,39,low,cellular,yes,Employed,1,high,primary,no,married,no
32229,250,unknown,apr,never,29,never,cellular,yes,Employed,1,high,secondary,no,single,no
32230,479,failure,apr,6monthsto1year,39,low,cellular,yes,Employed,1,high,tertiary,no,married,no
32231,324,failure,apr,6monthsto1year,33,low,cellular,yes,Employed,1,low,secondary,yes,single,no
32232,288,other,apr,6monthsto1year,34,low,cellular,yes,Employed,3,high,tertiary,no,married,no
32233,404,unknown,apr,never,28,never,cellular,yes,Employed,1,veryhigh,primary,no,married,no
32234,156,other,apr,6monthsto1year,52,low,cellular,yes,Employed,1,high,secondary,no,married,no
32235,60,failure,apr,6monthsto1year,31,low,cellular,yes,Employed,1,high,tertiary,no,single,no
32236,240,unknown,apr,never,37,never,cellular,yes,Employed,1,low,tertiary,no,single,no
32237,700,unknown,apr,never,33,never,cellular,yes,Employed,1,high,primary,no,married,no
32238,403,unknown,apr,never,42,never,cellular,yes,Employed,1,high,primary,no,married,no
32239,114,failure,apr,1monthto6month,37,low,cellular,yes,Employed,1,high,secondary,yes,married,no
32240,35,unknown,apr,never,36,never,cellular,yes,Employed,1,high,tertiary,no,single,no
32241,188,failure,apr,1monthto6month,36,low,cellular,yes,Employed,1,high,secondary,no,divorced,no
32242,618,unknown,apr,never,54,never,cellular,yes,Employed,1,high,primary,no,married,no
32243,528,unknown,apr,never,29,never,cellular,yes,Employed,1,veryhigh,secondary,yes,single,no
32244,104,failure,apr,6monthsto1year,58,low,cellular,yes,Employed,1,veryhigh,secondary,no,married,no
32245,622,unknown,apr,never,38,never,cellular,yes,Employed,1,avergae,secondary,no,married,no
32246,130,failure,apr,1monthto6month,33,low,cellular,yes,Employed,1,high,primary,yes,married,no
32247,583,success,apr,1monthto6month,52,low,cellular,yes,Employed,1,high,tertiary,no,single,yes
32248,18,failure,apr,6monthsto1year,50,low,cellular,yes,Employed,3,high,secondary,no,married,no
32249,91,unknown,apr,never,39,never,cellular,yes,Employed,1,high,tertiary,yes,divorced,no
32250,327,unknown,apr,never,35,never,cellular,yes,Employed,1,high,secondary,yes,single,no
32251,743,unknown,apr,never,23,never,cellular,yes,Employed,1,high,primary,no,married,no
32252,283,unknown,apr,never,38,never,cellular,yes,Employed,1,high,primary,no,married,no
32253,39,failure,apr,6monthsto1year,30,low,cellular,yes,Employed,1,high,tertiary,no,single,no
32254,172,unknown,apr,never,47,never,cellular,yes,Employed,2,low,secondary,no,married,no
32255,242,unknown,apr,never,26,never,cellular,yes,Employed,1,high,secondary,no,single,no
32256,30,unknown,apr,never,33,never,cellular,yes,Employed,1,high,secondary,no,single,no
32257,198,failure,apr,6monthsto1year,31,low,cellular,yes,Employed,1,avergae,secondary,no,married,no
32258,474,unknown,apr,never,37,never,cellular,yes,Employed,2,veryhigh,secondary,no,single,no
32259,275,other,apr,6monthsto1year,35,low,cellular,yes,Employed,1,low,secondary,no,single,no
32260,361,failure,apr,6monthsto1year,38,low,cellular,yes,Employed,1,high,secondary,no,divorced,no
32261,166,unknown,apr,never,39,never,cellular,yes,Employed,1,high,tertiary,no,married,no
32262,253,failure,apr,6monthsto1year,24,low,cellular,yes,Employed,1,high,secondary,no,single,no
32263,309,failure,apr,6monthsto1year,37,low,cellular,yes,Employed,1,avergae,tertiary,no,divorced,no
32264,350,failure,apr,1monthto6month,39,low,cellular,yes,Employed,1,avergae,secondary,yes,divorced,no
32265,339,unknown,apr,never,31,never,cellular,yes,Employed,1,high,tertiary,no,single,no
32266,498,unknown,apr,never,20,never,cellular,yes,Employed,1,high,secondary,no,single,yes
32267,139,unknown,apr,never,31,never,cellular,yes,Employed,1,high,secondary,no,divorced,no
32268,77,unknown,apr,never,33,never,cellular,yes,Employed,3,high,tertiary,no,married,no
32269,300,unknown,apr,never,28,never,cellular,yes,Employed,1,high,secondary,no,single,no
32270,58,unknown,apr,never,36,never,cellular,no,Employed,3,high,tertiary,no,married,no
32271,125,unknown,apr,never,56,never,cellular,yes,Employed,2,veryhigh,secondary,no,single,no
32272,34,unknown,apr,never,28,never,cellular,yes,Employed,1,low,unknown,no,married,no
32273,191,failure,apr,6monthsto1year,43,low,cellular,yes,Employed,2,high,unknown,no,married,no
32274,1579,failure,apr,6monthsto1year,35,low,cellular,yes,Employed,1,high,secondary,no,married,yes
32275,493,failure,apr,6monthsto1year,25,low,cellular,yes,Employed,1,high,unknown,no,single,no
32276,228,unknown,apr,never,29,never,cellular,yes,Employed,2,high,secondary,no,single,no
32277,443,unknown,apr,never,47,never,cellular,no,Employed,1,high,secondary,no,married,yes
32278,316,failure,apr,1monthto6month,39,low,cellular,no,Employed,1,low,secondary,no,divorced,no
32279,177,unknown,apr,never,51,never,cellular,yes,Employed,1,high,secondary,no,married,no
32280,35,unknown,apr,never,48,never,cellular,no,Employed,1,low,tertiary,no,married,no
32281,555,unknown,apr,never,37,never,cellular,yes,Employed,1,high,unknown,no,single,no
32282,495,unknown,apr,never,31,never,cellular,no,Employed,1,high,secondary,no,married,yes
32283,100,unknown,apr,never,40,never,telephone,yes,Employed,1,high,secondary,no,single,no
32284,150,unknown,apr,never,51,never,cellular,yes,Employed,1,high,tertiary,no,single,no
32285,617,failure,apr,6monthsto1year,29,low,cellular,yes,Employed,1,veryhigh,primary,no,married,no
32286,352,unknown,apr,never,47,never,cellular,yes,Employed,1,high,secondary,no,married,no
32287,211,unknown,apr,never,37,never,cellular,yes,Employed,1,high,tertiary,no,married,no
32288,99,failure,apr,1monthto6month,46,low,cellular,yes,Employed,1,high,primary,no,single,no
32289,1034,unknown,apr,never,25,never,cellular,yes,Employed,1,high,tertiary,yes,single,yes
32290,177,unknown,apr,never,32,never,cellular,yes,Employed,1,high,secondary,no,married,no
32291,156,other,apr,1monthto6month,34,low,cellular,yes,Employed,1,avergae,unknown,no,single,no
32292,137,unknown,apr,never,30,never,cellular,yes,Unemployed,1,low,secondary,no,single,no
32293,268,failure,apr,6monthsto1year,54,low,cellular,yes,Employed,1,high,secondary,no,married,no
32294,270,failure,apr,1monthto6month,33,low,cellular,yes,Employed,1,high,tertiary,no,single,no
32295,54,unknown,apr,never,40,never,cellular,yes,Employed,1,high,primary,no,married,no
32296,670,unknown,apr,never,33,never,cellular,yes,Unemployed,1,high,tertiary,yes,married,no
32297,1366,unknown,apr,never,49,never,cellular,yes,Employed,1,high,secondary,no,married,yes
32298,75,unknown,apr,never,35,never,cellular,yes,Employed,2,high,tertiary,no,divorced,no
32299,176,unknown,apr,never,24,never,cellular,no,Unemployed,1,high,unknown,no,married,no
32300,60,unknown,apr,never,37,never,cellular,yes,Unemployed,1,avergae,tertiary,no,divorced,no
32301,49,unknown,apr,never,35,never,cellular,yes,Employed,1,high,secondary,no,married,no
32302,1366,failure,apr,1monthto6month,54,low,telephone,no,Employed,1,low,secondary,no,married,no
32303,517,failure,apr,6monthsto1year,39,low,cellular,yes,Employed,1,high,tertiary,yes,married,no
32304,432,failure,apr,1monthto6month,51,low,cellular,yes,Employed,1,low,secondary,yes,married,no
32305,172,unknown,apr,never,36,never,cellular,yes,Employed,1,high,secondary,no,married,no
32306,298,unknown,apr,never,30,never,cellular,no,Employed,4,high,tertiary,no,single,yes
32307,536,unknown,apr,never,37,never,cellular,yes,Employed,1,high,secondary,no,married,no
32308,117,unknown,apr,never,55,never,cellular,no,Employed,1,high,unknown,no,single,no
32309,323,unknown,apr,never,30,never,cellular,yes,Employed,1,high,primary,yes,married,no
32310,1174,other,apr,6monthsto1year,35,low,cellular,yes,Employed,1,low,secondary,no,single,yes
32311,284,failure,apr,6monthsto1year,57,low,cellular,yes,Employed,1,high,primary,no,divorced,no
32312,272,failure,apr,6monthsto1year,47,low,telephone,yes,Employed,2,high,secondary,no,married,no
32313,165,unknown,apr,never,44,never,cellular,no,Employed,3,high,primary,no,married,yes
32314,444,unknown,apr,never,38,never,cellular,yes,Employed,2,high,tertiary,no,married,no
32315,244,unknown,apr,never,36,never,cellular,yes,Employed,1,high,secondary,no,single,no
32316,152,failure,apr,6monthsto1year,48,low,cellular,yes,Employed,1,high,secondary,no,married,no
32317,150,unknown,apr,never,41,never,cellular,yes,Employed,1,high,primary,yes,married,no
32318,126,failure,apr,1monthto6month,46,low,cellular,yes,Employed,2,avergae,secondary,no,married,no
32319,693,unknown,apr,never,35,never,cellular,yes,Employed,2,high,tertiary,no,single,no
32320,129,unknown,apr,never,45,never,cellular,yes,Employed,1,high,secondary,no,divorced,no
32321,144,other,apr,6monthsto1year,38,low,cellular,yes,Employed,1,avergae,primary,no,married,no
32322,159,unknown,apr,never,74,never,telephone,no,Unemployed,1,high,secondary,no,married,no
32323,257,failure,apr,1monthto6month,33,low,cellular,yes,Employed,2,high,tertiary,yes,married,no
32324,76,unknown,apr,never,34,never,cellular,yes,Employed,3,high,tertiary,no,married,no
32325,1463,unknown,apr,never,42,never,cellular,yes,Employed,2,avergae,secondary,yes,married,yes
32326,218,failure,apr,6monthsto1year,30,low,cellular,yes,Employed,1,high,secondary,no,single,no
32327,570,unknown,apr,never,31,never,cellular,yes,Employed,2,high,secondary,no,single,no
32328,174,failure,apr,1monthto6month,40,low,cellular,yes,Employed,2,high,secondary,no,married,no
32329,219,failure,apr,6monthsto1year,32,low,cellular,yes,Employed,1,high,primary,no,single,no
32330,462,other,apr,6monthsto1year,31,low,cellular,yes,Employed,1,high,secondary,no,single,no
32331,76,unknown,apr,never,36,never,cellular,no,Employed,4,high,tertiary,no,married,no
32332,281,other,apr,6monthsto1year,29,low,cellular,no,Employed,1,high,secondary,no,married,no
32333,227,unknown,apr,never,48,never,cellular,yes,Employed,1,high,secondary,no,married,no
32334,130,other,apr,6monthsto1year,27,low,cellular,yes,Employed,1,high,secondary,no,married,no
32335,867,unknown,apr,never,38,never,cellular,yes,Employed,1,low,secondary,no,divorced,no
32336,178,unknown,apr,never,31,never,cellular,yes,Employed,1,high,secondary,no,single,no
32337,495,unknown,apr,never,28,never,cellular,yes,Employed,1,high,secondary,no,married,no
32338,62,failure,apr,6monthsto1year,30,low,cellular,yes,Employed,1,high,tertiary,no,married,no
32339,667,unknown,apr,never,29,never,cellular,no,Employed,1,high,tertiary,no,single,yes
32340,266,unknown,apr,never,35,never,cellular,no,Employed,1,high,primary,no,married,no
32341,114,unknown,apr,never,37,never,cellular,no,Employed,4,high,tertiary,no,married,no
32342,102,other,apr,1monthto6month,42,low,cellular,yes,Employed,2,veryhigh,secondary,yes,married,no
32343,94,failure,apr,6monthsto1year,31,low,cellular,yes,Employed,1,high,secondary,no,single,no
32344,563,unknown,apr,never,35,never,cellular,yes,Employed,1,low,tertiary,no,married,no
32345,198,unknown,apr,never,50,never,cellular,no,Employed,1,high,secondary,no,married,no
32346,118,failure,apr,6monthsto1year,40,low,cellular,yes,Employed,2,high,primary,no,married,no
32347,314,failure,apr,6monthsto1year,38,low,cellular,yes,Employed,2,high,secondary,no,divorced,no
32348,66,failure,apr,6monthsto1year,30,low,cellular,yes,Employed,1,high,secondary,yes,single,no
32349,483,unknown,apr,never,27,never,cellular,yes,Employed,2,high,secondary,no,single,no
32350,127,unknown,apr,never,42,never,cellular,no,Employed,1,high,secondary,no,divorced,yes
32351,140,failure,apr,6monthsto1year,54,low,telephone,yes,Employed,2,high,primary,no,married,no
32352,567,unknown,apr,never,43,never,cellular,yes,Employed,1,low,secondary,no,married,no
32353,308,unknown,apr,never,30,never,cellular,yes,Employed,1,high,tertiary,no,single,no
32354,44,unknown,apr,never,48,never,cellular,yes,Employed,1,high,tertiary,no,single,no
32355,168,unknown,apr,never,51,never,cellular,yes,Employed,1,high,secondary,yes,divorced,no
32356,130,unknown,apr,never,20,never,telephone,no,Unemployed,1,avergae,secondary,no,single,no
32357,96,unknown,apr,never,45,never,cellular,no,Employed,1,high,primary,no,married,no
32358,453,unknown,apr,never,43,never,cellular,yes,Employed,1,high,tertiary,no,married,yes
32359,249,unknown,apr,never,38,never,cellular,yes,Employed,2,veryhigh,secondary,no,single,no
32360,105,unknown,apr,never,50,never,cellular,yes,Employed,2,high,primary,no,married,no
32361,75,unknown,apr,never,56,never,cellular,yes,Employed,1,high,secondary,yes,married,no
32362,144,unknown,apr,never,53,never,cellular,yes,Employed,2,low,secondary,yes,married,no
32363,357,unknown,apr,never,31,never,cellular,yes,Employed,2,high,secondary,no,married,no
32364,285,unknown,apr,never,49,never,cellular,yes,Employed,5,high,primary,no,married,no
32365,700,unknown,apr,never,36,never,cellular,yes,Employed,5,high,secondary,no,single,yes
32366,317,failure,apr,1monthto6month,32,low,cellular,yes,Employed,2,high,tertiary,no,single,no
32367,257,other,apr,1monthto6month,43,low,cellular,yes,Employed,2,high,primary,no,married,no
32368,487,unknown,apr,never,29,never,cellular,yes,Employed,3,high,secondary,no,married,no
32369,235,failure,apr,6monthsto1year,38,low,cellular,yes,Employed,2,high,secondary,no,married,no
32370,241,failure,apr,6monthsto1year,36,low,cellular,yes,Employed,2,high,tertiary,no,single,no
32371,125,unknown,apr,never,50,never,cellular,yes,Employed,2,low,secondary,no,married,no
