age,duration,month,pdays,poutcome,previous,y
67,77,may,never,unknown,never,no
57,490,may,1monthto6month,failure,low,no
32,214,may,1monthto6month,success,low,yes
44,378,may,never,unknown,never,no
49,7,may,never,unknown,never,no
48,412,may,6monthsto1year,success,low,yes
28,34,may,never,unknown,never,no
48,347,may,1monthto6month,failure,low,no
49,291,may,never,unknown,never,no
39,190,may,never,unknown,never,no
35,164,may,1monthto6month,other,low,no
28,92,may,never,unknown,never,no
34,26,may,never,unknown,never,no
28,90,may,never,unknown,never,no
47,222,may,never,unknown,never,no
42,74,may,never,unknown,never,no
31,383,may,1monthto6month,failure,low,no
26,172,may,never,unknown,never,no
41,54,may,never,unknown,never,no
44,96,may,never,unknown,never,no
29,54,may,1monthto6month,failure,low,no
26,334,may,1monthto6month,failure,low,no
22,180,may,never,unknown,never,no
36,150,may,never,unknown,never,no
50,76,may,1monthto6month,success,low,no
41,63,may,6monthsto1year,other,low,no
57,227,may,never,unknown,never,no
25,101,may,never,unknown,never,no
26,238,may,never,unknown,never,no
36,619,may,never,unknown,never,yes
31,190,may,6monthsto1year,other,low,no
32,257,may,never,unknown,never,no
34,370,may,never,unknown,never,no
33,306,may,6monthsto1year,failure,low,no
41,130,may,6monthsto1year,failure,low,no
36,1046,may,6monthsto1year,success,low,yes
41,106,may,never,unknown,never,no
19,77,may,never,unknown,never,no
33,90,may,1monthto6month,failure,low,no
40,225,may,6monthsto1year,failure,low,no
33,181,may,never,unknown,never,no
59,121,may,never,unknown,never,no
30,256,may,never,unknown,never,no
42,336,may,never,unknown,never,no
19,72,may,never,unknown,never,no
51,211,may,never,unknown,never,no
45,237,may,never,unknown,never,yes
35,458,may,1months,failure,low,yes
35,110,may,never,unknown,never,no
33,324,may,never,unknown,never,no
33,124,may,1monthto6month,failure,low,no
28,115,may,never,unknown,never,no
38,922,may,never,unknown,never,yes
31,107,may,never,unknown,never,no
32,77,may,never,unknown,never,no
30,220,may,never,unknown,never,no
31,108,may,1monthto6month,failure,low,no
33,75,may,1monthto6month,other,low,no
52,601,may,never,unknown,never,yes
35,198,may,1monthto6month,other,low,no
37,191,may,never,unknown,never,no
32,312,may,never,unknown,never,no
56,186,may,never,unknown,never,no
30,781,may,1monthto6month,success,low,yes
31,347,may,never,unknown,never,yes
32,78,may,1monthto6month,success,low,no
28,264,may,never,unknown,never,no
45,562,may,1monthto6month,other,low,no
34,79,may,6monthsto1year,failure,low,no
32,949,may,never,unknown,never,yes
31,99,may,1months,failure,low,no
49,181,may,never,unknown,never,no
44,364,may,never,unknown,never,yes
39,815,may,1monthto6month,failure,low,yes
58,55,may,never,unknown,never,no
24,65,may,1monthto6month,failure,low,no
35,313,may,never,unknown,never,no
53,104,may,never,unknown,never,no
45,742,may,never,unknown,never,yes
32,20,may,never,unknown,never,no
28,528,may,never,unknown,never,no
31,352,may,never,unknown,never,yes
23,289,may,never,unknown,never,no
36,134,may,1monthto6month,failure,low,no
33,126,may,never,unknown,never,no
32,326,may,6monthsto1year,other,med,no
55,159,may,never,unknown,never,no
34,1121,may,1monthto6month,success,low,no
32,268,may,never,unknown,never,yes
26,230,may,6monthsto1year,other,low,no
32,417,may,never,unknown,never,no
39,716,may,6monthsto1year,failure,low,yes
30,365,may,never,unknown,never,yes
63,475,may,never,unknown,never,yes
33,104,may,never,unknown,never,no
56,617,may,never,unknown,never,yes
57,89,may,never,unknown,never,no
30,333,may,never,unknown,never,yes
43,13,may,1monthto6month,failure,low,no
29,174,may,6monthsto1year,failure,low,no
38,288,may,never,unknown,never,yes
40,171,may,never,unknown,never,no
31,483,may,1monthto6month,success,low,yes
36,8,may,never,unknown,never,no
43,6,may,never,unknown,never,no
24,12,may,1monthto6month,other,low,no
26,1091,may,never,unknown,never,yes
54,150,may,never,unknown,never,no
37,1063,may,never,unknown,never,yes
46,36,may,1monthto6month,other,low,no
48,254,may,never,unknown,never,no
51,8,may,never,unknown,never,no
34,21,may,never,unknown,never,no
30,99,may,never,unknown,never,no
36,354,may,6monthsto1year,other,low,no
29,267,may,never,unknown,never,yes
53,520,may,1monthto6month,success,low,no
24,340,may,never,unknown,never,yes
25,254,may,never,unknown,never,no
34,76,may,1monthto6month,success,low,no
39,15,may,1monthto6month,failure,low,no
25,108,may,never,unknown,never,no
35,429,may,1monthto6month,failure,low,yes
57,399,may,never,unknown,never,no
32,16,may,never,unknown,never,no
31,10,may,1monthto6month,failure,low,no
33,33,may,never,unknown,never,no
26,399,may,never,unknown,never,no
43,331,may,never,unknown,never,yes
32,11,may,1monthto6month,success,low,no
36,775,may,6monthsto1year,failure,low,yes
41,114,may,1monthto6month,other,low,no
25,78,may,1monthto6month,failure,med,no
34,83,may,never,unknown,never,no
25,40,may,never,unknown,never,no
27,143,may,never,unknown,never,no
41,14,may,1monthto6month,success,low,no
39,841,may,never,unknown,never,yes
47,230,may,6monthsto1year,success,low,no
30,23,may,never,unknown,never,no
33,15,may,1monthto6month,failure,low,no
23,526,may,never,unknown,never,no
32,846,may,never,unknown,never,no
31,211,may,never,unknown,never,no
38,9,may,never,unknown,never,no
29,640,may,never,unknown,never,yes
50,124,may,never,unknown,never,no
59,673,may,1monthto6month,success,low,yes
31,362,may,never,unknown,never,no
32,520,may,never,unknown,never,no
20,75,may,never,unknown,never,no
60,8,may,6monthsto1year,success,low,no
46,157,may,never,unknown,never,no
28,226,may,6monthsto1year,success,low,yes
35,214,may,1months,success,low,no
28,205,may,never,unknown,never,no
59,574,may,never,unknown,never,no
56,159,may,never,unknown,never,no
32,171,may,never,unknown,never,no
46,85,may,never,unknown,never,no
34,136,may,never,unknown,never,no
55,813,may,6monthsto1year,failure,low,no
50,762,may,never,unknown,never,yes
30,122,may,6monthsto1year,failure,low,no
37,29,may,6monthsto1year,failure,low,no
28,29,may,6monthsto1year,other,low,no
48,142,may,never,unknown,never,no
27,94,may,never,unknown,never,no
38,35,may,never,unknown,never,no
33,17,may,6monthsto1year,failure,low,no
40,11,may,never,unknown,never,no
35,148,may,6monthsto1year,failure,low,no
35,43,may,never,unknown,never,no
40,99,may,6monthsto1year,other,low,no
29,39,may,6monthsto1year,other,low,no
46,245,may,6monthsto1year,other,low,no
42,89,may,never,unknown,never,no
38,106,may,never,unknown,never,no
33,272,may,6monthsto1year,failure,low,no
46,15,may,never,unknown,never,no
34,245,may,1monthto6month,failure,low,no
35,84,may,never,unknown,never,no
32,18,may,never,unknown,never,no
33,24,may,6monthsto1year,other,low,no
47,145,may,6monthsto1year,failure,low,no
31,337,may,never,unknown,never,no
34,184,may,1monthto6month,failure,low,no
45,632,may,6monthsto1year,success,low,no
35,105,may,never,unknown,never,no
24,326,may,never,unknown,never,no
29,363,may,6monthsto1year,other,low,no
46,332,may,never,unknown,never,no
28,334,may,6monthsto1year,failure,low,no
45,214,may,1months,success,low,no
26,319,may,never,unknown,never,no
27,276,may,6monthsto1year,failure,low,no
43,51,may,never,unknown,never,no
25,461,may,never,unknown,never,no
25,133,may,never,unknown,never,no
26,301,may,never,unknown,never,no
34,415,may,never,unknown,never,no
31,167,may,never,unknown,never,no
51,17,may,never,unknown,never,no
26,151,may,never,unknown,never,no
31,168,may,6monthsto1year,failure,low,no
30,495,may,never,unknown,never,no
53,123,may,never,unknown,never,no
41,243,may,1monthto6month,failure,low,no
30,57,may,6monthsto1year,failure,low,no
36,234,may,1monthto6month,failure,low,no
36,17,may,never,unknown,never,no
45,234,may,never,unknown,never,no
30,154,may,never,unknown,never,no
29,29,may,never,unknown,never,no
40,266,may,6monthsto1year,failure,low,no
53,163,may,never,unknown,never,no
47,382,may,never,unknown,never,no
37,358,may,never,unknown,never,no
24,180,may,never,unknown,never,no
46,494,may,never,unknown,never,yes
30,145,may,6monthsto1year,failure,low,no
32,118,may,never,unknown,never,no
36,1240,may,never,unknown,never,yes
44,895,may,never,unknown,never,yes
37,175,may,never,unknown,never,no
33,301,may,6monthsto1year,failure,low,no
53,55,may,6monthsto1year,failure,low,no
32,242,may,6monthsto1year,failure,low,no
55,286,may,6monthsto1year,failure,low,no
35,163,may,never,unknown,never,no
42,117,may,1monthto6month,failure,low,no
35,863,may,1monthto6month,success,low,yes
42,227,may,never,unknown,never,no
52,139,may,6monthsto1year,failure,low,no
43,156,may,6monthsto1year,failure,low,no
46,28,may,never,unknown,never,no
36,62,may,6monthsto1year,other,low,no
35,80,may,6monthsto1year,failure,low,no
53,17,may,never,unknown,never,no
30,525,may,never,unknown,never,yes
35,358,may,6monthsto1year,failure,low,no
53,48,may,never,unknown,never,no
37,159,may,never,unknown,never,no
29,187,may,6monthsto1year,other,low,no
41,233,may,never,unknown,never,no
35,131,may,never,unknown,never,no
48,95,may,never,unknown,never,no
32,188,may,never,unknown,never,no
30,381,may,6monthsto1year,failure,low,no
52,604,may,never,unknown,never,no
58,1090,may,never,unknown,never,yes
54,225,may,never,unknown,never,no
35,168,may,never,unknown,never,no
38,46,may,never,unknown,never,no
26,247,may,6monthsto1year,failure,low,no
32,323,may,never,unknown,never,no
51,138,may,never,unknown,never,no
31,269,may,never,unknown,never,no
41,400,may,never,unknown,never,yes
23,500,may,never,unknown,never,no
57,180,may,never,unknown,never,no
26,171,may,never,unknown,never,no
59,252,may,never,unknown,never,no
47,298,may,never,unknown,never,no
25,718,may,6monthsto1year,failure,low,no
26,620,may,never,unknown,never,no
22,147,may,never,unknown,never,no
27,239,may,never,unknown,never,no
39,98,may,never,unknown,never,no
30,1130,may,never,unknown,never,no
27,188,may,never,unknown,never,no
37,136,may,6monthsto1year,other,low,no
30,237,may,6monthsto1year,other,low,no
37,838,may,never,unknown,never,yes
66,272,may,never,unknown,never,no
33,173,may,never,unknown,never,no
35,659,may,1monthto6month,failure,low,no
29,201,may,never,unknown,never,no
30,143,may,6monthsto1year,failure,low,no
30,39,may,never,unknown,never,no
37,108,may,6monthsto1year,failure,low,no
41,456,may,6monthsto1year,failure,low,no
32,196,may,never,unknown,never,no
34,150,may,never,unknown,never,no
38,236,may,6monthsto1year,failure,low,no
33,125,may,never,unknown,never,no
23,92,may,6monthsto1year,other,low,no
33,84,may,1monthto6month,failure,low,no
24,60,may,never,unknown,never,no
30,18,may,never,unknown,never,no
31,241,may,6monthsto1year,failure,low,no
29,151,may,never,unknown,never,no
33,154,may,never,unknown,never,no
34,399,may,never,unknown,never,no
27,273,may,never,unknown,never,no
51,295,may,never,unknown,never,no
27,123,may,never,unknown,never,no
27,345,may,never,unknown,never,no
25,323,may,never,unknown,never,no
30,335,may,never,unknown,never,no
32,26,may,never,unknown,never,no
27,294,may,never,unknown,never,no
26,138,may,never,unknown,never,no
38,87,may,6monthsto1year,failure,low,no
41,123,may,never,unknown,never,no
23,248,may,never,unknown,never,no
57,127,may,6monthsto1year,failure,low,no
34,106,may,6monthsto1year,other,low,no
33,362,may,never,unknown,never,no
40,159,may,6monthsto1year,failure,low,no
31,67,may,never,unknown,never,no
48,54,may,6monthsto1year,other,low,no
40,197,may,never,unknown,never,no
36,623,may,never,unknown,never,no
28,335,may,6monthsto1year,failure,low,no
27,308,may,6monthsto1year,failure,low,no
39,206,may,6monthsto1year,failure,low,no
43,272,may,never,unknown,never,no
39,811,may,never,unknown,never,yes
28,145,may,never,unknown,never,no
41,442,may,never,unknown,never,no
31,568,may,6monthsto1year,failure,low,yes
30,259,may,never,unknown,never,yes
42,42,may,6monthsto1year,failure,low,no
27,49,may,never,unknown,never,no
56,313,may,never,unknown,never,no
46,29,may,never,unknown,never,no
28,78,may,never,unknown,never,no
29,231,may,never,unknown,never,no
29,19,may,never,unknown,never,no
30,235,may,never,unknown,never,no
33,955,may,never,unknown,never,yes
33,470,may,1monthto6month,failure,low,no
34,11,may,never,unknown,never,no
31,383,may,never,unknown,never,no
28,58,may,never,unknown,never,no
31,155,may,never,unknown,never,no
47,166,may,6monthsto1year,failure,low,no
39,542,may,1monthto6month,other,low,no
47,277,may,never,unknown,never,no
33,237,may,1monthto6month,failure,low,no
40,184,may,6monthsto1year,failure,low,no
31,325,may,never,unknown,never,no
32,360,may,6monthsto1year,failure,low,no
35,245,may,never,unknown,never,no
51,168,may,never,unknown,never,no
43,131,may,never,unknown,never,no
33,37,may,never,unknown,never,no
40,257,may,never,unknown,never,no
45,247,may,never,unknown,never,no
36,348,may,never,unknown,never,no
41,335,may,6monthsto1year,failure,low,no
42,127,may,never,unknown,never,no
47,217,may,never,unknown,never,no
41,71,may,never,unknown,never,no
35,58,may,never,unknown,never,no
32,104,may,6monthsto1year,failure,low,no
41,352,may,never,unknown,never,no
44,398,may,1monthto6month,failure,low,no
32,399,may,never,unknown,never,no
35,54,may,never,unknown,never,no
37,253,may,6monthsto1year,failure,low,no
35,310,may,never,unknown,never,no
30,92,may,never,unknown,never,no
37,249,may,6monthsto1year,failure,low,no
37,303,may,never,unknown,never,no
37,160,may,never,unknown,never,no
43,227,may,never,unknown,never,no
33,316,may,6monthsto1year,success,low,no
54,65,may,6monthsto1year,other,low,no
31,41,may,never,unknown,never,no
35,60,may,6monthsto1year,failure,low,no
53,246,may,6monthsto1year,failure,low,no
44,157,may,never,unknown,never,no
56,200,may,6monthsto1year,other,low,no
43,162,may,6monthsto1year,failure,low,no
34,259,may,never,unknown,never,no
31,290,may,never,unknown,never,no
54,387,may,6monthsto1year,failure,low,no
47,253,may,6monthsto1year,success,low,no
35,74,may,1monthto6month,failure,low,no
45,301,may,never,unknown,never,no
39,106,may,never,unknown,never,no
35,283,may,6monthsto1year,failure,low,no
42,159,may,never,unknown,never,no
32,64,may,never,unknown,never,no
53,343,may,1monthto6month,other,low,no
33,223,may,never,unknown,never,no
51,496,may,6monthsto1year,failure,low,no
44,113,may,never,unknown,never,no
41,397,may,never,unknown,never,no
27,876,may,never,unknown,never,no
35,101,may,never,unknown,never,no
48,334,may,never,unknown,never,no
41,788,may,never,unknown,never,yes
47,183,may,6monthsto1year,failure,low,no
43,355,may,never,unknown,never,no
44,894,may,never,unknown,never,yes
27,1101,may,never,unknown,never,no
39,128,may,6monthsto1year,other,low,no
25,170,may,never,unknown,never,no
48,325,may,never,unknown,never,no
43,150,may,6monthsto1year,failure,low,no
35,442,may,6monthsto1year,failure,low,no
50,444,may,never,unknown,never,no
45,85,may,never,unknown,never,no
46,83,may,1monthto6month,other,low,no
55,369,may,6monthsto1year,failure,low,no
39,281,may,never,unknown,never,no
45,304,may,6monthsto1year,failure,low,no
32,159,may,6monthsto1year,failure,low,no
46,725,may,never,unknown,never,yes
38,263,may,never,unknown,never,no
33,335,may,1monthto6month,other,low,no
30,334,may,1monthto6month,failure,low,no
31,414,may,6monthsto1year,other,low,no
37,342,may,never,unknown,never,no
59,200,may,never,unknown,never,no
44,297,may,1monthto6month,failure,low,no
34,338,may,6monthsto1year,other,low,no
30,279,may,6monthsto1year,failure,low,no
31,318,may,never,unknown,never,no
37,147,may,6monthsto1year,failure,low,no
48,306,may,never,unknown,never,no
35,81,may,never,unknown,never,no
51,176,may,6monthsto1year,failure,low,no
30,670,may,6monthsto1year,failure,low,yes
25,1100,may,never,unknown,never,no
35,192,may,never,unknown,never,no
45,77,may,never,unknown,never,no
48,124,may,6monthsto1year,other,low,no
19,291,may,never,unknown,never,no
36,122,may,6monthsto1year,failure,low,no
39,180,may,1monthto6month,failure,med,no
52,178,may,6monthsto1year,failure,low,no
51,157,may,6monthsto1year,failure,low,no
37,211,may,6monthsto1year,failure,low,no
35,862,may,6monthsto1year,other,low,yes
42,319,may,1monthto6month,failure,low,no
61,272,may,never,unknown,never,no
24,169,may,never,unknown,never,no
40,67,may,never,unknown,never,no
43,75,may,never,unknown,never,no
43,674,may,6monthsto1year,failure,low,no
42,704,may,never,unknown,never,no
32,321,may,never,unknown,never,no
27,209,may,6monthsto1year,failure,low,no
28,211,may,6monthsto1year,other,med,no
53,185,may,1monthto6month,failure,low,no
38,205,may,never,unknown,never,no
45,469,may,6monthsto1year,failure,low,no
43,253,may,6monthsto1year,failure,low,no
31,475,may,1monthto6month,failure,low,no
41,523,may,6monthsto1year,failure,low,no
30,36,may,1monthto6month,other,low,no
29,371,may,never,unknown,never,no
41,52,may,never,unknown,never,no
34,165,may,1monthto6month,other,low,no
50,475,may,never,unknown,never,no
28,233,may,never,unknown,never,no
27,102,may,never,unknown,never,no
35,176,may,never,unknown,never,no
42,238,may,6monthsto1year,failure,low,no
47,278,may,never,unknown,never,no
31,111,may,never,unknown,never,no
54,305,may,6monthsto1year,other,low,no
30,275,may,never,unknown,never,no
36,320,may,never,unknown,never,no
33,399,may,6monthsto1year,other,low,no
56,259,may,never,unknown,never,no
29,165,may,never,unknown,never,no
37,126,may,never,unknown,never,no
36,193,may,6monthsto1year,failure,low,no
36,189,may,never,unknown,never,no
47,418,may,never,unknown,never,no
44,408,may,6monthsto1year,failure,low,no
37,74,may,6monthsto1year,failure,low,no
32,195,may,never,unknown,never,no
56,221,may,1monthto6month,failure,low,no
46,84,may,never,unknown,never,no
29,151,may,never,unknown,never,no
38,147,may,never,unknown,never,no
30,305,may,6monthsto1year,other,low,no
35,160,may,6monthsto1year,failure,low,no
41,104,may,6monthsto1year,failure,low,no
39,55,may,6monthsto1year,other,low,no
37,7,may,6monthsto1year,failure,low,no
35,142,may,never,unknown,never,no
31,14,may,never,unknown,never,no
49,199,may,1monthto6month,failure,low,no
46,105,may,6monthsto1years,failure,low,no
59,88,may,never,unknown,never,no
30,87,may,never,unknown,never,no
37,149,may,1months,success,low,no
37,206,may,never,unknown,never,no
47,121,may,never,unknown,never,no
49,451,may,1monthto6month,failure,low,yes
52,78,may,1monthto6month,failure,low,no
35,303,may,never,unknown,never,no
35,438,may,never,unknown,never,no
54,95,may,never,unknown,never,no
35,113,may,6monthsto1year,other,low,no
60,210,may,6monthsto1year,failure,low,no
51,241,may,never,unknown,never,no
40,327,may,6monthsto1year,failure,low,no
34,224,may,6monthsto1year,other,low,no
40,275,may,never,unknown,never,no
49,65,may,6monthsto1year,failure,low,no
53,207,may,6monthsto1year,failure,low,no
44,248,may,never,unknown,never,no
34,197,may,never,unknown,never,no
27,653,may,6monthsto1year,success,low,yes
40,207,may,6monthsto1year,failure,low,no
50,327,may,6monthsto1year,other,low,no
36,215,may,6monthsto1year,failure,low,no
23,62,may,never,unknown,never,no
45,179,may,never,unknown,never,no
32,345,may,never,unknown,never,no
37,372,may,never,unknown,never,no
34,285,may,6monthsto1year,other,med,no
39,128,may,never,unknown,never,no
39,26,may,never,unknown,never,no
46,207,may,never,unknown,never,no
30,401,may,6monthsto1year,failure,low,no
39,488,may,never,unknown,never,yes
42,74,may,never,unknown,never,no
58,293,may,6monthsto1year,failure,low,no
24,473,may,never,unknown,never,no
29,14,may,never,unknown,never,no
31,219,may,never,unknown,never,no
53,178,may,6monthsto1year,failure,low,no
33,362,may,never,unknown,never,no
35,343,may,6monthsto1year,failure,low,no
29,403,may,never,unknown,never,no
32,767,may,never,unknown,never,yes
57,62,may,6monthsto1year,failure,low,no
38,249,may,never,unknown,never,no
27,227,may,never,unknown,never,no
56,100,may,1monthto6month,failure,low,no
42,139,may,never,unknown,never,no
44,142,may,never,unknown,never,no
26,595,may,never,unknown,never,no
37,160,may,never,unknown,never,no
32,132,may,6monthsto1year,failure,low,no
31,100,may,never,unknown,never,no
36,222,may,never,unknown,never,no
36,50,may,never,unknown,never,no
35,954,may,never,unknown,never,yes
36,403,may,6monthsto1year,failure,low,no
41,106,may,never,unknown,never,no
37,848,may,6monthsto1year,failure,low,yes
46,304,may,never,unknown,never,no
35,36,may,6monthsto1year,failure,low,no
43,644,may,6monthsto1year,failure,low,no
34,34,may,never,unknown,never,no
51,109,may,never,unknown,never,no
32,145,may,never,unknown,never,no
46,72,may,never,unknown,never,no
30,19,may,never,unknown,never,no
40,90,may,6monthsto1year,failure,low,no
21,347,may,never,unknown,never,no
34,153,may,never,unknown,never,no
34,208,may,6monthsto1year,failure,low,no
31,530,may,never,unknown,never,yes
30,174,may,6monthsto1year,failure,low,no
40,503,may,6monthsto1year,failure,low,no
33,257,may,6monthsto1year,failure,low,no
27,465,may,6monthsto1year,failure,low,no
40,168,may,never,unknown,never,no
24,404,may,6monthsto1year,failure,low,no
32,153,may,1monthto6month,failure,low,no
44,147,may,never,unknown,never,no
35,128,may,never,unknown,never,no
32,274,may,never,unknown,never,no
39,278,may,never,unknown,never,no
28,55,may,never,unknown,never,no
52,101,may,6monthsto1year,other,low,no
28,115,may,6monthsto1year,failure,low,no
32,90,may,never,unknown,never,no
24,209,may,6monthsto1year,failure,low,no
45,195,may,never,unknown,never,no
35,137,may,6monthsto1year,failure,low,no
53,42,may,6monthsto1year,failure,low,no
35,495,may,never,unknown,never,no
49,305,may,6monthsto1year,failure,low,no
35,151,may,never,unknown,never,no
26,340,may,never,unknown,never,no
28,209,may,never,unknown,never,no
34,569,may,never,unknown,never,no
44,274,may,never,unknown,never,no
26,606,may,6monthsto1year,failure,low,no
30,984,may,6monthsto1year,failure,low,yes
25,44,may,never,unknown,never,no
37,234,may,never,unknown,never,no
29,339,may,6monthsto1year,failure,low,no
40,205,may,6monthsto1year,failure,low,no
30,124,may,1monthto6month,failure,low,no
37,226,may,6monthsto1year,other,low,no
25,143,may,never,unknown,never,no
39,181,may,never,unknown,never,no
44,96,may,6monthsto1year,failure,low,no
32,158,may,1monthto6month,success,low,no
52,164,may,never,unknown,never,no
48,236,may,never,unknown,never,no
43,210,may,never,unknown,never,no
31,158,may,never,unknown,never,no
36,159,may,never,unknown,never,no
44,338,may,never,unknown,never,no
34,159,may,never,unknown,never,no
37,116,may,never,unknown,never,no
39,49,may,6monthsto1year,failure,low,no
40,410,may,never,unknown,never,no
33,244,may,6monthsto1year,failure,low,no
53,123,may,1monthto6month,failure,low,no
34,258,may,never,unknown,never,no
46,267,may,never,unknown,never,no
34,59,may,1monthto6month,failure,low,no
32,37,may,never,unknown,never,no
30,186,may,never,unknown,never,no
31,333,may,never,unknown,never,no
25,37,may,never,unknown,never,no
36,225,may,never,unknown,never,no
43,472,may,never,unknown,never,no
43,45,may,never,unknown,never,no
22,156,may,never,unknown,never,no
45,1079,may,never,unknown,never,no
32,94,may,never,unknown,never,no
37,68,may,6monthsto1year,failure,low,no
28,161,may,6monthsto1year,failure,low,no
23,199,may,6monthsto1year,failure,low,no
38,60,may,6monthsto1year,failure,low,no
47,64,may,6monthsto1year,failure,low,no
32,473,may,6monthsto1year,other,low,no
29,315,may,6monthsto1year,other,med,no
30,198,may,never,unknown,never,no
35,118,may,never,unknown,never,no
55,146,may,6monthsto1year,failure,low,no
44,296,may,never,unknown,never,no
42,364,may,never,unknown,never,no
33,208,may,6monthsto1year,other,low,no
33,84,may,6monthsto1year,failure,low,no
34,378,may,never,unknown,never,no
37,39,may,6monthsto1year,failure,low,no
44,10,may,never,unknown,never,no
41,33,may,never,unknown,never,no
30,66,may,never,unknown,never,no
31,20,may,6monthsto1year,failure,low,no
51,217,may,1monthto6month,failure,low,no
31,193,may,never,unknown,never,no
34,611,may,6monthsto1year,failure,low,yes
33,155,may,never,unknown,never,no
39,318,may,never,unknown,never,no
42,219,may,never,unknown,never,no
42,413,may,6monthsto1year,other,low,no
31,1205,may,never,unknown,never,yes
29,211,may,6monthsto1year,success,low,no
32,107,may,never,unknown,never,no
33,124,may,never,unknown,never,no
44,17,may,never,unknown,never,no
42,159,may,6monthsto1year,failure,low,no
26,477,may,never,unknown,never,no
33,265,may,never,unknown,never,no
33,136,may,never,unknown,never,no
51,221,may,never,unknown,never,no
27,837,may,never,unknown,never,yes
31,318,may,1monthto6month,failure,low,no
29,51,may,1monthto6month,failure,low,no
38,285,may,6monthsto1year,other,med,no
46,29,may,6monthsto1year,failure,low,no
38,585,may,6monthsto1year,failure,low,no
51,106,may,never,unknown,never,no
41,184,may,6monthsto1year,failure,low,no
33,128,may,6monthsto1year,failure,low,no
52,44,may,never,unknown,never,no
35,282,may,never,unknown,never,no
50,114,may,6monthsto1year,failure,low,no
30,231,may,6monthsto1year,failure,low,no
36,839,may,6monthsto1year,success,low,yes
38,120,may,1monthto6month,failure,low,no
47,50,may,6monthsto1year,failure,low,no
30,457,may,6monthsto1year,other,low,no
32,148,may,never,unknown,never,no
46,37,may,never,unknown,never,no
31,72,may,never,unknown,never,no
34,254,may,6monthsto1year,failure,low,no
42,204,may,never,unknown,never,no
33,451,may,6monthsto1year,other,low,no
30,428,may,never,unknown,never,no
46,289,may,never,unknown,never,no
35,317,may,6monthsto1year,failure,low,no
27,153,may,never,unknown,never,no
45,108,may,never,unknown,never,no
32,150,may,never,unknown,never,no
37,445,may,6monthsto1year,failure,low,yes
33,123,may,never,unknown,never,no
38,275,may,never,unknown,never,no
27,176,may,never,unknown,never,no
31,297,may,never,unknown,never,no
34,92,may,6monthsto1year,other,low,no
27,728,may,never,unknown,never,no
50,127,may,6monthsto1year,other,med,no
27,554,may,6monthsto1year,failure,low,yes
48,179,may,never,unknown,never,no
45,138,may,never,unknown,never,no
32,98,may,never,unknown,never,no
42,186,may,never,unknown,never,no
53,135,may,6monthsto1year,failure,low,no
29,1131,may,never,unknown,never,no
45,156,may,1monthto6month,failure,low,no
32,519,may,1monthto6month,failure,low,yes
25,343,may,never,unknown,never,no
29,64,may,6monthsto1year,failure,low,no
22,903,may,6monthsto1year,other,low,no
29,106,may,never,unknown,never,no
41,459,may,never,unknown,never,no
35,109,may,never,unknown,never,no
35,100,may,1monthto6month,other,low,no
33,47,may,never,unknown,never,no
34,161,may,never,unknown,never,no
30,45,may,1monthto6month,failure,low,no
47,197,may,6monthsto1year,failure,low,no
49,687,may,6monthsto1year,failure,low,yes
37,231,may,never,unknown,never,no
39,389,may,never,unknown,never,no
55,230,may,never,unknown,never,no
30,323,may,never,unknown,never,no
36,125,may,never,unknown,never,no
36,174,may,never,unknown,never,no
34,89,may,6monthsto1year,failure,low,no
38,74,may,1monthto6month,failure,low,no
28,150,may,never,unknown,never,no
37,60,may,never,unknown,never,no
29,540,may,never,unknown,never,yes
34,181,may,never,unknown,never,no
32,305,may,never,unknown,never,no
32,139,may,6monthsto1year,other,low,no
37,169,may,never,unknown,never,no
29,827,may,6monthsto1year,failure,low,no
44,319,may,never,unknown,never,no
42,203,may,6monthsto1year,failure,low,no
32,109,may,6monthsto1year,other,med,no
35,311,may,1monthto6month,success,low,no
44,175,may,6monthsto1year,failure,low,no
34,110,may,6monthsto1year,failure,low,no
26,207,may,6monthsto1year,failure,low,no
38,92,may,6monthsto1year,failure,low,no
32,147,may,never,unknown,never,no
28,911,may,6monthsto1year,failure,low,no
49,321,may,never,unknown,never,no
35,90,may,never,unknown,never,no
36,317,may,1monthto6month,failure,low,no
29,138,may,never,unknown,never,no
26,550,may,never,unknown,never,yes
29,811,may,6monthsto1year,other,low,no
54,184,may,never,unknown,never,no
48,182,may,6monthsto1year,failure,low,no
32,118,may,6monthsto1year,failure,low,no
38,79,may,1monthto6month,failure,low,no
26,138,may,never,unknown,never,no
49,482,may,never,unknown,never,no
34,654,may,never,unknown,never,no
52,198,may,1monthto6month,failure,low,no
30,145,may,never,unknown,never,no
50,116,may,6monthsto1year,failure,low,no
33,116,may,never,unknown,never,no
29,500,may,never,unknown,never,no
49,445,may,1monthto6month,failure,low,yes
42,311,may,6monthsto1year,failure,low,no
34,141,may,never,unknown,never,no
39,68,may,never,unknown,never,no
36,346,may,never,unknown,never,no
32,131,may,6monthsto1year,failure,low,no
37,220,may,never,unknown,never,no
33,309,may,6monthsto1year,failure,low,no
47,323,may,6monthsto1year,failure,low,no
32,91,may,never,unknown,never,no
38,82,may,6monthsto1year,failure,low,no
35,316,may,6monthsto1year,failure,low,no
23,283,may,never,unknown,never,no
37,133,may,never,unknown,never,no
31,127,may,never,unknown,never,no
35,251,may,6monthsto1year,failure,low,no
29,754,may,never,unknown,never,yes
